Sentence,start_time,end_time,wav_file,emotion,val,act,dom
"Totally, yeah.",186.5973,189.55,Ses01M_impro06_M023,sad,2.5,2,3.5
So weird you know that like one days it's like you know sounds so stupid but like one day someone's here. And like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff.  You just like used to take for granted--you know.,193.13,197.51,Ses01M_impro06_M024,sad,1.5,3,3.5
Mmhmm.,202.51,203.85,Ses01M_impro06_M025,sad,3,2,2.5
Lock,205.65,208.5721,Ses01M_impro06_M026,sad,2.5,3,3.5
Mmhmm.,210.21,212.22,Ses01M_impro06_M027,sad,2.5,2,2.5
The plans you make [GARBAGE].,217.5175,221.8768,Ses01M_impro06_M028,sad,3.5,2.5,4
"Exactly, you know, and like he had so many plans and he was going to do...",225.32,227.51,Ses01M_impro06_M029,sad,2,2.5,3
It leaves a hole for you too.,227.54,234.26,Ses01M_impro06_M030,sad,1.5,3,4.5
Mmhmm.,9.1274,12.4425,Ses01M_script03_2_F000,xxx,4,3,3.5
"so many things, you know?",13.14,15.77,Ses01M_script03_2_F001,xxx,4,3,3.5
"It leaves a hole for you too, in your plans together.",22.0335,26.62,Ses01M_script03_2_F002,xxx,4,2.5,4
What?,29.61,34.19,Ses01M_script03_2_F003,sur,4.5,4.5,4.5
Yeah.,36.62,41.2588,Ses01M_script03_2_F004,xxx,2,3.5,4
It gets better.,45.45,49.78,Ses01M_script03_2_F005,xxx,2.5,2.5,4
"He was a really, really good guy.",53.59,55.883,Ses01M_script03_2_F006,neu,2.5,2,3
Mmhmm.,57.3735,63.4867,Ses01M_script03_2_F007,xxx,4,3,4
A lot of people loved him.,65.6468,70.4725,Ses01M_script03_2_F008,xxx,2.5,3.5,4.5
MMhmm.,73.7041,77.98,Ses01M_script03_2_F009,xxx,2,3,3.5
"You know, it's like affecting a lot of people it's not just me, you know?",83.71,86.14,Ses01M_script03_2_F010,neu,3,2.5,3.5
Mmhmm.,88.63,92.38,Ses01M_script03_2_F011,ang,2,2.5,3.5
How long did you know each other?,97.4225,103.9894,Ses01M_script03_2_F012,xxx,2,4,4.5
Umm...,111.97,118.07,Ses01M_script03_2_F013,xxx,1.5,3,4
For like eight years.,123.254,126.1575,Ses01M_script03_2_F014,xxx,2,3,4
That's a long time.,127.08,129.84,Ses01M_script03_2_F015,ang,1.5,3.5,4.5
Yeah.,137.774,142.4325,Ses01M_script03_2_F016,xxx,2.5,3,4
It's good that you were there.,145.58,151.59,Ses01M_script03_2_F017,ang,3,3.5,4
"Yeah, I'm glad I was there. Glad I- glad I got to be there.",156.53,158.84,Ses01M_script03_2_F018,xxx,2.5,2.5,3.5
"So weird,",160.758,164.32,Ses01M_script03_2_F019,xxx,2,3,4
Yeah.,171.25,177.47,Ses01M_script03_2_F020,xxx,2,3.5,4.5
"like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know.",184.18,187.16,Ses01M_script03_2_F021,xxx,2,3,4.5
Are there things you wish you'd done differently?,191.37,193.1525,Ses01M_script03_2_F022,ang,1.5,3,4
[LAUGHTER],193.1875,200.3318,Ses01M_script03_2_F023,ang,1.5,4.5,5
"[LAUGHTER] Utterly, utterly ridiculous.",202.97,206.04,Ses01M_script03_2_F024,ang,2,4,4
We were very much younger then.,207.47,209.67,Ses01M_script03_2_F025,ang,1.5,3,4
Very much sillier.,215.02,218.77,Ses01M_script03_2_F026,ang,1.5,3.5,4.5
Mmhmm.,220.25,222.7,Ses01M_script03_2_F027,ang,1.5,2.5,4.5
"However, I do believe the real cause of that row was Peter Burden.",230.58,236.68,Ses01M_script03_2_F028,ang,4,4,4.5
Oh you knew there was nothing in that.,243.27,245.2725,Ses01M_script03_2_F029,ang,2,3.5,4.5
I knew nothing of the sort. You took presents from him.,248.08,251.59,Ses01M_script03_2_F030,ang,1.5,3.5,4.5
Presents? It was a trivial little broach.,258.3,259.52,Ses01M_script03_2_F031,ang,2.5,2.5,3.5
It was bristling with diamonds in the worst possible taste.,260.29,264.2,Ses01M_script03_2_F032,xxx,2.5,3.5,3
Not at all. It was very pretty. I still wear it often.,266.24,268.77,Ses01M_script03_2_F033,ang,3,4,4
You sent out of your way to torture me over Peter Burden.,272.51,275.34,Ses01M_script03_2_F034,ang,2,3.5,3.5
I did not you worked whole thing up in your jealous imagination.,277.35,282.36,Ses01M_script03_2_F035,ang,2.5,4,4.5
"Well, you let him kiss you.  You said you did.",284.39,286.05,Ses01M_script03_2_F036,ang,2.5,3,4
"Well, what of it?",290.75,293.34,Ses01M_script03_2_F037,ang,2,4,4
What of it?,293.36,298.53,Ses01M_script03_2_F038,ang,1.5,4.5,4.5
"It gave him a lot, a great deal of pleasure and it didn't hurt me.",299.63,309.01,Ses01M_script03_2_F039,ang,1,4.5,5
And what about me?,311.8125,316.71,Ses01M_script03_2_F040,ang,1,3.5,4.5
If you hadn't been so suspicious and nosey you'd never known a thing about it.,318.4,337.32,Ses01M_script03_2_F041,ang,1,5,5
That's a nice point of view I must say.,8.89,10.57,Ses01M_script03_2_M000,xxx,4,3.5,2.5
I'm bored with this conversation.,11.91,13.78,Ses01M_script03_2_M001,xxx,3.5,3,3
So am I.  I'm bored stiff.  You want some brandy?,14.53,16.66,Ses01M_script03_2_M002,xxx,3.5,2.5,2.5
"No, thank you.",17.1948,22.5087,Ses01M_script03_2_M003,xxx,2.5,3,4
"I'll have a little, I think.",25.51,30.32,Ses01M_script03_2_M004,xxx,2.5,2.5,4.5
I don't see why you want any you already had two glasses.,33.43,37.31,Ses01M_script03_2_M005,xxx,2,3.5,4
"Oh, you know no particular reason besides they are very small glasses.",40.6323,46.45,Ses01M_script03_2_M006,xxx,2,3.5,4.5
I just think it's silly you know to go on and on and on about such a thing.,48.84,54.13,Ses01M_script03_2_M007,xxx,2,3.5,4
You can hardly call three glasses of liquor in a whole evening going on and on and on.,55.5157,57.7839,Ses01M_script03_2_M008,xxx,2,3.5,2.5
"I just, I just think it's becoming a habit with you.",62.8602,65.9708,Ses01M_script03_2_M009,xxx,2,3,3.5
"Hmm.  Well, you needn't be so grand just because you don't happen to want any at the moment, okay?",70.2675,73.5745,Ses01M_script03_2_M010,xxx,2,2,3
Do be quiet.,77.22,84.2457,Ses01M_script03_2_M011,xxx,3,3,3.5
"Really, Amanda.",85.71,89.075,Ses01M_script03_2_M012,neu,3,3,3.5
"Don't be stupid, what?",91.68,97.8825,Ses01M_script03_2_M013,neu,3,3,3.5
Nothing.,103.3845,111.61,Ses01M_script03_2_M014,xxx,2,3.5,4
Are you going out somewhere dear?,117.12,123.76,Ses01M_script03_2_M015,xxx,2.5,3.5,4.5
"No, darling I'm just making myself fascinating for you.",125.46,127.4,Ses01M_script03_2_M016,fru,2.5,3,4
That reply has broken my heart.,129.9327,133.3025,Ses01M_script03_2_M017,fru,2,3.5,2.5
Well it's a woman's duty to allure the man. Watch me a minute will you?,135.3979,138.18,Ses01M_script03_2_M018,neu,3,3.5,3
As matter the fact that's perfectly true.,141.83,145.7234,Ses01M_script03_2_M019,xxx,2.5,2,3
"Oh no, it isn't.",152.42,157.47,Ses01M_script03_2_M020,xxx,2.5,2.5,3
"Yes, it is.",158.7275,161.0388,Ses01M_script03_2_M021,xxx,3,3,3
"Don't be stupid, shut up.",165.1863,171.71,Ses01M_script03_2_M022,ang,2,3.5,4.5
"You know, it's a pity you didn't have any more brandy. It would have made you just a little less disagreeable.",179.22,184.3684,Ses01M_script03_2_M023,ang,2,4.5,4.5
"Oh, well that's funny.  It doesn't seem to have worked such wonders with you.",186.5,192.15,Ses01M_script03_2_M024,ang,2,4,4.5
"You know what?  You snap, you snap, you snap you're like a little adder.",200.0078,203.75,Ses01M_script03_2_M025,ang,2,3,4.5
"Adders don't snap, they sting.",205.08,209,Ses01M_script03_2_M026,ang,2,4,4.5
Nonsense.  They have a bag of venom behind of fangs and they snap.,209.17,215.83,Ses01M_script03_2_M027,ang,1.5,3.5,5
They sting.,218.25,221.07,Ses01M_script03_2_M028,ang,1,4,4.5
They snap.,222.01,231.2375,Ses01M_script03_2_M029,ang,1,4.5,5
"I don't care.  I don't care, do you understand?  I don't mind if they bark and they roll about like hoops.",236.11,248.5725,Ses01M_script03_2_M030,ang,2,3.5,4.5
Did you see much of Peter Burden after our divorce?,250.63,253.98,Ses01M_script03_2_M031,ang,2,4.5,4.5
"Yes, I did quite a lot.",255.0051,260.83,Ses01M_script03_2_M032,ang,2.5,3,3.5
I suppose you let him just kiss you or good deal more than too.,264.13,266.6825,Ses01M_script03_2_M033,ang,2,3.5,4.5
"Oh, mind you own business.",268.76,271.9275,Ses01M_script03_2_M034,ang,2,2.5,3
"I suppose you two had a riotous time, huh?  No restrain at all, very enjoyable, he never had much any how.",274.83,277.8275,Ses01M_script03_2_M035,ang,3,3.5,3
"You're quite insufferable, I expect it's because you're drunk.",282.59,286.43,Ses01M_script03_2_M036,ang,2,3,3.5
I am not in the least bit drunk.,287.64,291.195,Ses01M_script03_2_M037,ang,2,3,4.5
You always had a weak head.,292.49,294.575,Ses01M_script03_2_M038,ang,1.5,4,4.5
I think I told you once before that I had three minute liquor glasses the whole evening long.  A Child of two cannot get drunk on that.,297.92,300.08,Ses01M_script03_2_M039,ang,3,3.5,3.5
"On the contrary, a child two could get violently drunk on only one glass of brandy.",304.27,311.85,Ses01M_script03_2_M040,ang,1,4.5,4.5
"Oh very, very interesting Amanda.  How about the child of uh... four, six or maybe nine---you know, we could work up a splendid little debate about it, you know?  Intemperate tots.",316.79,319.08,Ses01M_script03_2_M041,ang,2,2.5,4
Shut up.,319.13,320.85,Ses01M_script03_2_M042,ang,2,2.5,3.5
Not very funny darling.  Why don't you have some more brandy?,321.52,335.77,Ses01M_script03_2_M043,ang,1,5,5
That's a very good idea I think I will.,4.88,7.74,Ses01F_impro03_F000,hap,4.3333,2.6667,2.6667
Would you uh...turn that off please? You're going to wake the people upstairs.,7.93,11.37,Ses01F_impro03_F001,hap,4,2.6667,2.6667
Why?,12.8,15.37,Ses01F_impro03_F002,hap,4.3333,3,2.3333
There are no people upstairs. It's a photographer's studio.,15.87,20.4867,Ses01F_impro03_F003,xxx,5,4,3
Well then you'll wake the people downstairs.,21.75,25.52,Ses01F_impro03_F004,hap,4.6667,3.6667,2.3333
They are away in Tunis.,25.5584,28.14,Ses01F_impro03_F005,hap,4.3333,4,2.3333
This is no time a year for Tunis.,28.37,34.71,Ses01F_impro03_F006,hap,4,3.3333,2.6667
"Turn it on again, please.",35.6349,40.1,Ses01F_impro03_F007,xxx,4,3.3333,2.3333
I will do no such thing.,40.12,42.79,Ses01F_impro03_F008,hap,4,3.3333,2.3333
Very well if you insist on being boorish and idiotic.,42.84,44.54,Ses01F_impro03_F009,hap,4,2.6667,2.3333
Turn it off. It's driving me mad.,47.87,51.075,Ses01F_impro03_F010,hap,4,3.3333,3
I won't.,51.36,53.4925,Ses01F_impro03_F011,xxx,4,3,2.3333
Turn it off.,55.865,58.15,Ses01F_impro03_F012,hap,4,3.6667,2.6667
Stop it. No. Go away.,60.73,65.86,Ses01F_impro03_F013,hap,5,4,3.3333
Amanda listen. Listen.,68.01,73.75,Ses01F_impro03_F014,xxx,4,3.3333,2.3333
"listen Oh I'm sick and tired of listening to you, you damn sadistic bully.",74.2675,78.8425,Ses01F_impro03_F015,exc,4.6667,3.6667,3
That's very amusing indeed.,79.035,81.0875,Ses01F_impro03_F016,hap,4,3,2.3333
"Oh you're cruel you're...you're...I hate you, I hate you. Go away. You're conceited. You're overbearing. You're utterly impossible.",82.0975,85.08,Ses01F_impro03_F017,neu,3.6667,2.6667,2.3333
"You...You're an evil minded, self-centered little wench and I never want to see you again.",85.1,88.0225,Ses01F_impro03_F018,neu,3.6667,3,2
This is the end do you hear me?  Finally and forever.,88.08,89.5,Ses01F_impro03_F019,neu,3.6667,2.3333,2
You're not going like this.,91.235,92.615,Ses01F_impro03_F020,xxx,3.6667,3,2.3333
"Oh yes I am...Oh yes I am. Let go of me. You let go. You...urgh...You're a cruel friend. I loathe and I hate you. Marry you again...Ha...Never, never, never, never. I hope you die in torment. You beast.",92.75,98.21,Ses01F_impro03_F021,hap,3.3333,3.6667,2.6667
No you're not.,99.7775,102.03,Ses01F_impro03_F022,neu,3.3333,2.6667,2
Shut up. Shut up. I wouldn't marry you again if you came crawling back to me on a bended knee. You are an evil tempered little vampire and I never want to see you again as long as I live.,102.62,103.4625,Ses01F_impro03_F023,neu,3,2.3333,2
So what's up?  What's new?,103.78,108.1825,Ses01F_impro03_F024,hap,4.3333,3,2.6667
Well Vegas was awesome.,110.23,114.16,Ses01F_impro03_F025,hap,4.3333,3.3333,3.3333
Yeah.  I heard.,114.19,120.2,Ses01F_impro03_F026,hap,4.6667,4,3
"And, um, I got married.",3.24,5.46,Ses01F_impro03_M000,neu,4,3,2.6667
Shut up.  No- in Vegas?,6.6,8.66,Ses01F_impro03_M001,neu,4.3333,2.6667,2.3333
Yeah.  In the old town part.,10.53,13.84,Ses01F_impro03_M002,sur,4.3333,3.3333,2.6667
Who did you marry?,14.93,18.9075,Ses01F_impro03_M003,exc,5,4.6667,3
Chuck. [LAUGHTER],20.2532,22.83,Ses01F_impro03_M004,xxx,4.6667,4,2.3333
Did you propose to you?,27.28,29.65,Ses01F_impro03_M005,xxx,4,3.3333,2.3333
Um- Yes.  It was very romantic.,34.25,36.34,Ses01F_impro03_M006,neu,4,2.6667,2.3333
It was at the slot machines.,37.7175,40.47,Ses01F_impro03_M007,hap,4,3,2.3333
Oh.  The Wheel of Fortune slots?,42.09,43.41,Ses01F_impro03_M008,neu,4,2.6667,2
"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride.",44.16,49.07,Ses01F_impro03_M009,neu,3.6667,2.3333,2.3333
He turned to you and was like...,49.61,52.43,Ses01F_impro03_M010,xxx,4,3.3333,3
Hey.  Let's get married and I said okay.,52.92,56.85,Ses01F_impro03_M011,neu,3.6667,3.6667,2.6667
[LAUGHTER] That's really romantic.,57.46,61.375,Ses01F_impro03_M012,xxx,4.3333,3.6667,2.6667
"Yeah.  Well.  You know, because he's leaving the next day.",65.6425,68.44,Ses01F_impro03_M013,hap,4.6667,4,3
Yeah.,73.41,76.9975,Ses01F_impro03_M014,hap,4.3333,3.6667,2.6667
But we're going to have a honeymoon cruise.,78.32,80.5,Ses01F_impro03_M015,hap,4,3,2.6667
"Does that mean that you're going to get citizenship, too, in- in England or whatever?",80.7175,82.5225,Ses01F_impro03_M016,neu,3.6667,2.6667,2.6667
Oh.  I hadn't even thought about that.,84.6925,87.36,Ses01F_impro03_M017,sur,3.6667,3.6667,2.3333
Yeah.  Think about that.,87.6425,89.08,Ses01F_impro03_M018,sur,3,2.6667,2.6667
"He's not going to be a citizen, though.",89.12,93.91,Ses01F_impro03_M019,neu,3,3,2.3333
Yeah.  But he'll have like a long visa.  Can you go visit then for a long time?,97.03,101.65,Ses01F_impro03_M020,neu,3.3333,3,2.6667
I think you can.,101.67,104.35,Ses01F_impro03_M021,neu,3,3.3333,2.6667
Oh.  Totally.,105.29,106.95,Ses01F_impro03_M022,exc,4,3.3333,2.6667
Yeah. ,107.71,111.4,Ses01F_impro03_M023,hap,4.6667,4.3333,3.6667
"Oh, how are you going to do the long distance thing?  So wait, are you going to move there?",117.36,119.58,Ses01F_impro03_M024,neu,3.6667,2.6667,2.3333
I guess I'll-  I guess I'll have an internet husband.[LAUGHTER],14.7939,18.17,Ses01F_impro06_F000,xxx,3.5,2,3
Like you need another one of those.[LAUGHTER],24.02,25.69,Ses01F_impro06_F001,xxx,2,2,2
I have an internet boyfriend.  I guess I'll have to juggle the two.  Is that cheating?  I don't know. Hmm.,26.07,27.65,Ses01F_impro06_F002,sad,2,1.5,2.5
Is that your phone?,34.45,35.78,Ses01F_impro06_F003,neu,3,2,2.5
"Yeah, so [LAUGHTER] He's calling me now",36.07,38.04,Ses01F_impro06_F004,neu,3.5,2,3
He loves you.,39.6025,46.29,Ses01F_impro06_F005,sad,2,2,4
"He likes to keep tabs, you know.",47.34,59.38,Ses01F_impro06_F006,sad,3.5,3,4
How much did he win at the slot?,59.4525,67.4525,Ses01F_impro06_F007,sad,3.5,3,4
"Uh, I think seven hundred and fifty dollars.",70.22,80.13,Ses01F_impro06_F008,sad,2.5,3.5,3.5
Really? Penny slots?,80.16,87.74,Ses01F_impro06_F009,neu,2.5,3,3.5
Penny slots. That's what he plays.,87.83,93.67,Ses01F_impro06_F010,sad,2,2.5,3.5
Wow.,101.83,116.91,Ses01F_impro06_F011,sad,2,3,4
Yeah.,117.07,126.04,Ses01F_impro06_F012,sad,2,3.5,4.5
I'm a big fan of the Wheel of Fortune quarters. But it just costs so much.  I don't know.,132.9575,134.49,Ses01F_impro06_F013,sad,2,2,2
Oh.,135.96,137.95,Ses01F_impro06_F014,sad,3,3,2.5
Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-,138.0685,141.05,Ses01F_impro06_F015,sad,2,2,2.5
"But the pennies always get you because you end up spending like, you know, fifty bucks.",141.84,149.4375,Ses01F_impro06_F016,neu,4,3,3.5
Fifty bucks. Mmhmm.,158.08,163.35,Ses01F_impro06_F017,xxx,4,3,3.5
"like, wait, but it's just pennies.  You're like, wait a minute I'm on to you.",167.64,174.84,Ses01F_impro06_F018,neu,4,3,3.5
Yeah.,176.35,178.01,Ses01F_impro06_F019,neu,2.5,2,2.5
Well so now we're married. We have cat children.,182.56,197.73,Ses01F_impro06_F020,sad,2.5,3,4
Awesome.,197.755,214.34,Ses01F_impro06_F021,sad,2,3,4
[LAUGHTER] Cat babies.,217.5,222.41,Ses01F_impro06_F022,sad,4,3,3.5
"We renamed Brenda, Lumber Janet.",223.52,227.55,Ses01F_impro06_F023,sad,2.5,2,2.5
That's fair enough.,229.08,235.98,Ses01F_impro06_F024,sad,1.5,2,3
She needs a new name each state that we go into. [LAUGHTER],237.53,256.48,Ses01F_impro06_F025,sad,3,3.5,4.5
"I'm sorry, Joy.",266.55,275.31,Ses01F_impro06_F026,sad,3,3,3.5
It's okay.,275.38,281.6,Ses01F_impro06_F027,neu,2,2,3.5
Is there anything I can get you?  Do you want me to take care of anything for you or...?,282.01,311.14,Ses01F_impro06_F028,sad,3,3.5,4
"No, no, no.",11.46,14.74,Ses01F_impro06_M000,sad,2.5,2,3
...pick up anything?,18.49,24.91,Ses01F_impro06_M001,neu,2.5,3,3.5
No.,25.12,26.56,Ses01F_impro06_M002,neu,2.5,2,3
You know you are welcome to stay at my house if you want to just check out for a couple days and hang out.,28.97,35.02,Ses01F_impro06_M003,sad,2.5,2,3.5
That's sweet.,56.17,57.49,Ses01F_impro06_M004,neu,3,3,2.5
Thank you.,86.96,88.63,Ses01F_impro06_M005,neu,3,2,2.5
I went to see her headstone a week or two ago.,107.78,109.27,Ses01F_impro06_M006,neu,3,2,2.5
"I used to go to cemeteries a lot before she died.  I just, you know, I felt like they were urban oasis, you know, there is always this green in the city.",125.47,127.19,Ses01F_impro06_M007,sad,3,2,2.5
Hmm.,134.4,136.49,Ses01F_impro06_M008,neu,3,2.5,2.5
So I was like wandering around before.  It takes forever to find her headstone I always lose it. You know.,137.09,138.44,Ses01F_impro06_M009,neu,3,2.5,2.5
So I was looking at this other one and there was like a piece of candy there and I thought that I would take the candy and put it on her headstone.  And-,144.09,145.68,Ses01F_impro06_M010,neu,3,2.5,3
"this woman came up and, you know, it was hers. It was her person that was there.",155.07,158.38,Ses01F_impro06_M011,neu,3,2,3
Oh.  She was there?,165.61,168.1,Ses01F_impro06_M012,neu,2.5,2.5,2.5
"Yeah.  And she was like, that's pathetic, I hope you enjoy it.",174.39,177.15,Ses01F_impro06_M013,neu,3,2.5,2.5
"And I, you know, I mean, I said I was sorry and I brought it back to her kind of and I like put it on the ground and she was like, no, it's fine.  She was like, I would rather have her back, honestly.",219.73,221.03,Ses01F_impro06_M014,neu,3,2.5,2
Mmhmm.,255.35,257.31,Ses01F_impro06_M015,neu,3,3,2.5
"I don't know.  It just, like, I felt so bad because I shouldn't have done it.  I don't know.  Whatever.",262.99,266.175,Ses01F_impro06_M016,neu,3,2.5,2.5
Yeah.,308.24,310.01,Ses01F_impro06_M017,xxx,4,3,2.5
